4933401J01Rik chr1:3073252-3074322
Unc80 chr1:66468366-66699866
Gm37181 chr1:66690629-66692356
Rpe chr1:66700830-66719805
Kansl1l chr1:66719362-66817562
Gm37570 chr1:66765625-66768731
Gm38387 chr1:66769289-66771866
Gm38162 chr1:66775510-66780107
6820402A03Rik chr1:66793644-66796298
Gm37285 chr1:66799658-66800797
Gm37755 chr1:66812314-66814493
Gm38218 chr1:66821225-66825914
Acadl chr1:66830838-66863277
Gm27934 chr1:66856640-66856703
Gm25832 chr1:66866796-66866926
Myl1 chr1:66924294-66945143
Lancl1 chr1:67000516-67038872
Cps1 chr1:67123025-67231259
Gm15668 chr1:67249199-67323609
Gm26342 chr1:67257223-67257352
Gm22548 chr1:67616974-67617052
Gm15669 chr1:67792480-67805324
Gm37957 chr1:67903229-67905532
Gm23189 chr1:67973675-67973777
Gm15671 chr1:68024242-68025763
Erbb4 chr1:68032185-69108059
Gm37100 chr1:68115194-68116547
Gm25542 chr1:68384941-68385035
Gm19335 chr1:68591617-68593686
Gm37735 chr1:68639423-68640829
Gm37769 chr1:68711036-68713405
Gm37061 chr1:68758484-68761727
Gm16076 chr1:69091912-69106740
Gm28497 chr1:69441055-69444084
Gm29113 chr1:69490356-69493788
Gm29114 chr1:69513931-69547707
Ikzf2 chr1:69531213-69687245
Gm29112 chr1:69595035-69598522
Gm28112 chr1:69660186-69662061
Gm37930 chr1:69770867-69772753
Spag16 chr1:69826987-70725132
Gm22665 chr1:69921472-69921747
Gm23879 chr1:69955003-69955129
Gm38272 chr1:70310511-70312911
Gm37456 chr1:70571434-70577271
Gm23422 chr1:70596814-70596921
Vwc2l chr1:70725714-70885397
Bard1 chr1:71027497-71103146
Abca12 chr1:71242275-71414910
Atic chr1:71557149-71579631
Fn1 chr1:71585519-71653200
Apol7d chr1:71652836-71662843
Gm37217 chr1:71843089-71846610
Gm8883 chr1:71888111-71891204
Gm28818 chr1:71894067-71917125
4933417E11Rik chr1:71958997-72005195
4930556G22Rik chr1:71983680-72038731
Gm4319 chr1:72107154-72122001
Mreg chr1:72159441-72212307
Gm25360 chr1:72226239-72226430
D230017M19Rik chr1:72236464-72274869
Gm23472 chr1:72236945-72237136
Gm24497 chr1:72244212-72244403
Gm25939 chr1:72255007-72255198
Pecr chr1:72259171-72284314
Tmem169 chr1:72284368-72303104
Xrcc5 chr1:72307420-72394952
4-Mar chr1:72427111-72536930
Smarcal1 chr1:72583250-72633134
RP23-432C4.2 chr1:72641242-72642963
Ankar chr1:72642979-72700579
Rpl37a chr1:72711289-72713813
Igfbp2 chr1:72824502-72852474
Igfbp5 chr1:72857931-72874884
1700027A15Rik chr1:72984843-73025507
Tnp1 chr1:73015073-73015909
Gm38106 chr1:73206889-73209423
Gm29185 chr1:73269063-73306360
Pinc chr1:73390774-73407569
Gm27315 chr1:73392245-73392399
D530049I02Rik chr1:73398967-73430790
C530043A13Rik chr1:73522094-73529790
Gm29186 chr1:73528936-73536349
6030407O03Rik chr1:73618087-73864466
Gm29183 chr1:73750320-73841917
Gm25329 chr1:73763709-73763835
Mir6351 chr1:73855476-73855575
Tns1 chr1:73910230-74124449
Rufy4 chr1:74125540-74148223
Cxcr2 chr1:74153988-74161246
Cxcr1 chr1:74191784-74194631
Mir1928 chr1:74206553-74206620
Gm25524 chr1:74212812-74212919
Arpc2 chr1:74236496-74268209
Gpbar1 chr1:74278549-74279624
Aamp chr1:74279839-74284738
Gm28364 chr1:74281160-74281866
Pnkd chr1:74284929-74353694
Gm37503 chr1:74287541-74287860
Tmbim1 chr1:74288246-74304405
Gm29358 chr1:74295602-74298867
Gm37931 chr1:74307847-74310713
Catip chr1:74362107-74369321
Slc11a1 chr1:74375194-74386062
Ctdsp1 chr1:74391508-74397285
Mir26b chr1:74394309-74394394
Vil1 chr1:74409375-74435559
Usp37 chr1:74435510-74544284
Gm37733 chr1:74500339-74503301
Cnot9 chr1:74506057-74530842
Plcd4 chr1:74542887-74567794
Zfp142 chr1:74565126-74588145
Gm25035 chr1:74586895-74586972
Bcs1l chr1:74588288-74592443
Rnf25 chr1:74593747-74601397
Stk36 chr1:74601444-74636894
Ttll4 chr1:74661744-74703730
Cyp27a1 chr1:74713573-74737892
Prkag3 chr1:74738921-74749221
Gm27507 chr1:74764797-74764890
Wnt6 chr1:74771891-74785322
Gm29539 chr1:74774942-74777405
Wnt10a chr1:74791515-74804179
Gm16582 chr1:74850894-74879953
Cdk5r2 chr1:74854933-74857732
Fev chr1:74881508-74885419
Cryba2 chr1:74889933-74893143
Mir375 chr1:74900657-74900721
Ccdc108 chr1:74902070-74935599
Gm15841 chr1:74902370-74907653
Ihh chr1:74945314-74951672
Gm37744 chr1:74954251-74955841
Nhej1 chr1:74967138-75046639
Slc23a3 chr1:75125540-75133890
Cnppd1 chr1:75134553-75142697
Fam134a chr1:75142785-75147913
Zfand2b chr1:75168645-75171629
Abcb6 chr1:75171716-75180392
Gm29253 chr1:75171730-75185146
Atg9a chr1:75180859-75192196
Ankzf1 chr1:75192159-75199387
Glb1l chr1:75199346-75210778
Gm27943 chr1:75209612-75209728
Stk16 chr1:75210837-75215606
Tuba4a chr1:75214227-75219294
A630095N17Rik chr1:75220094-75232090
Dnajb2 chr1:75236405-75245692
Ptprn chr1:75247026-75264213
Gm28294 chr1:75252321-75257427
Resp18 chr1:75272198-75278415
Gm28902 chr1:75272604-75275652
Dnpep chr1:75307895-75317659
Des chr1:75360328-75368579
Gm15179 chr1:75368211-75375012
Speg chr1:75375296-75432320
Gm15178 chr1:75392130-75396363
Gmppa chr1:75435929-75443174
Asic4 chr1:75450435-75474343
Gm37264 chr1:75468569-75470761
Chpf chr1:75474568-75479307
Tmem198 chr1:75479531-75485705
Obsl1 chr1:75485824-75506361
Inha chr1:75507076-75510366
Stk11ip chr1:75521528-75537335
Slc4a3 chr1:75546265-75562172
Gm29065 chr1:76016657-76018756
Gm29069 chr1:76420691-76528422
Gm17751 chr1:76489132-76502028
Mir6343 chr1:76509559-76509643
Gm816 chr1:76890471-77027792
Gm38265 chr1:77143226-77146992
Gm25974 chr1:77144752-77144846
Epha4 chr1:77367184-77515088
Mir6352 chr1:77496652-77496768
Gm28386 chr1:77515279-77517128
Gm26263 chr1:77898282-77898446
Gm28387 chr1:77942965-77972376
Pax3 chr1:78101266-78197134
Sgpp2 chr1:78310344-78420289
Gm28410 chr1:78325627-78340106
Gm37884 chr1:78375613-78376431
Farsb chr1:78417974-78488897
4833412K13Rik chr1:78465447-78466926
BC035947 chr1:78497025-78512158
Mogat1 chr1:78511168-78538173
5730419F03Rik chr1:78595030-78609508
Gm29611 chr1:78615466-78620165
Acsl3 chr1:78657824-78707743
Utp14b chr1:78658037-78671512
Gm29536 chr1:78791622-79224511
Kcne4 chr1:78816757-78820028
Gm29187 chr1:78821257-78822652
Scg2 chr1:79434668-79440120
Gm24160 chr1:79513738-79513864
Ap1s3 chr1:79606875-79671972
Gm37886 chr1:79619521-79621034
Wdfy1 chr1:79702261-79761769
Gm10555 chr1:79762716-79764507
Mrpl44 chr1:79776017-79781445
Serpine2 chr1:79794196-79858696
Gm23934 chr1:80135465-80135572
Gm38339 chr1:80146972-80148801
9830004L10Rik chr1:80186949-80192073
Fam124b chr1:80198705-80213944
2310015K22Rik chr1:80225043-80228792
Gm37932 chr1:80255030-80256197
Cul3 chr1:80264922-80340480
Gm37902 chr1:80274730-80276413
Gm37262 chr1:80326176-80327994
Gm29125 chr1:80382821-80386251
1700016L21Rik chr1:80445931-80479867
RP23-440M14.3 chr1:80449596-80461448
Dock10 chr1:80501072-80758448
Gm37645 chr1:80666008-80669564
Gm38062 chr1:80728808-80730664
A630081D01Rik chr1:80747221-80749054
Nyap2 chr1:81076949-81341764
Gm37210 chr1:81520337-81522341
Gm37114 chr1:82105179-82106983
Mir6344 chr1:82131915-82132019
Irs1 chr1:82233100-82291416
Gm9747 chr1:82233111-82235933
Rhbdd1 chr1:82316451-82445366
Gm19552 chr1:82352216-82355049
Gm28940 chr1:82392492-82402746
Gm22112 chr1:82396696-82396817
Col4a4 chr1:82448422-82586849
Col4a3 chr1:82586975-82722059
n-R5s213 chr1:82635012-82635110
C430014B12Rik chr1:82691927-82725169
Mff chr1:82724889-82752394
Gm28941 chr1:82739690-82740707
Tm4sf20 chr1:82756648-82768461
Gm36999 chr1:82806422-82807468
Gm28942 chr1:82819834-82820377
Gm22396 chr1:82839445-82839498
Agfg1 chr1:82839482-82901182
Slc19a3 chr1:83012522-83038448
Krtap28-10 chr1:83041523-83042480
A030005K14Rik chr1:83058285-83059378
Krtap28-13 chr1:83060929-83061921
Ccl20 chr1:83116765-83119167
Daw1 chr1:83159761-83210574
n-R5s214 chr1:83216670-83216791
Sphkap chr1:83254138-83408200
Gm37517 chr1:83331297-83332586
Gm37989 chr1:83426595-83427398
4933436I20Rik chr1:83659549-83911644
Gm25754 chr1:83795911-83796032
Gm24555 chr1:83921917-83922041
Pid1 chr1:84036295-84364180
Gm37058 chr1:84132866-84134510
Mir6353 chr1:84218848-84218961
Dner chr1:84369838-84696221
Gm37959 chr1:84392502-84395399
Gm37925 chr1:84665188-84669443
Mir5126 chr1:84695838-84695915
Trip12 chr1:84721188-84840516
Gm38374 chr1:84807157-84809190
Gm37738 chr1:84819967-84824683
Fbxo36 chr1:84839840-84900487
Slc16a14 chr1:84905897-84935134
Gm27907 chr1:85012366-85012446
A530032D15Rik chr1:85083068-85109853
Gm10553 chr1:85100163-85100535
A530040E14Rik chr1:85106633-85114035
C130026I21Rik chr1:85112266-85270566
Gm16028 chr1:85246850-85255465
Gm16025 chr1:85326728-85342615
Gm16092 chr1:85511132-85527161
G530012D18Rik chr1:85575675-85577295
Sp110 chr1:85576898-85598817
Gm16094 chr1:85599285-85599839
Sp140 chr1:85600702-85645037
Gm10552 chr1:85604084-85611896
Gm17017 chr1:85641221-85650585
Sp100 chr1:85649987-85709998
n-R5s215 chr1:85674881-85674985
A630001G21Rik chr1:85717082-85778643
Mir8096 chr1:85751947-85752074
Gm25472 chr1:85763793-85763871
9930111H07Rik chr1:85775270-85784694
Gm22906 chr1:85784712-85784962
Cab39 chr1:85793440-85851576
Itm2c chr1:85894280-85908675
4933407L21Rik chr1:85928482-85940624
Gm28884 chr1:85933246-85937332
Gpr55 chr1:85938317-85961007
Gm28100 chr1:85972364-85986917
Spata3 chr1:86021941-86029958
2810459M11Rik chr1:86045862-86055456
Psmd1 chr1:86064618-86139151
Gm22786 chr1:86087300-86087422
Htr2b chr1:86099025-86111970
Gm37914 chr1:86120882-86123561
Gm21972 chr1:86133636-86162788
Armc9 chr1:86154797-86278284
Gm16341 chr1:86275508-86301375
Gm28626 chr1:86303194-86304059
B3gnt7 chr1:86303233-86307305
Ncl chr1:86344718-86359400
Snora75 chr1:86351168-86351301
Mir3535 chr1:86351980-86352127
Gm24148 chr1:86352007-86352087
Snord82 chr1:86356260-86356330
C130036L24Rik chr1:86359583-86373791
Nmur1 chr1:86386302-86426228
1700019O17Rik chr1:86426328-86428052
Ptma chr1:86526725-86530712
Pde6d chr1:86542993-86582547
Gm37152 chr1:86580057-86581232
Cops7b chr1:86582903-86609375
Gm22955 chr1:86637551-86637608
Gm37022 chr1:86638200-86640454
Nppc chr1:86666290-86670571
Dis3l2 chr1:86703818-87050095
Gm29055 chr1:86774818-86776528
Gm37485 chr1:86801074-86804027
Gm38142 chr1:86826100-86829655
Gm38010 chr1:86834994-86837778
Gm37541 chr1:86874349-86876664
Gm38021 chr1:86893572-86895132
Gm37967 chr1:86917991-86920656
Gm28375 chr1:86929386-87057596
Gm37017 chr1:86988269-86989016
Gm37447 chr1:87036722-87039650
Gm29371 chr1:87080170-87096418
Alppl2 chr1:87086693-87089928
Alpi chr1:87098001-87101606
Akp3 chr1:87125007-87127912
Gm29374 chr1:87142873-87146983
Ecel1 chr1:87147654-87156521
Prss56 chr1:87183312-87188405
Chrnd chr1:87190636-87200070
Chrng chr1:87205810-87212694
Eif4e2 chr1:87213913-87240488
Gm26187 chr1:87251147-87251248
Efhd1 chr1:87264362-87310839
Efhd1os chr1:87264480-87265174
Gigyf2 chr1:87327002-87450796
Gm22549 chr1:87341454-87341561
Kcnj13 chr1:87386362-87394729
Gm23504 chr1:87415254-87415349
3110079O15Rik chr1:87470270-87475482
Ngef chr1:87476833-87573870
Neu2 chr1:87574026-87597845
Inpp5d chr1:87620311-87720507
Atg16l1 chr1:87756012-87792428
Gm25395 chr1:87776937-87777209
Scarna6 chr1:87784555-87784820
Sag chr1:87803679-87845158
Dgkd chr1:87853286-87944490
Gm19582 chr1:87853346-87854299
4833421G17Rik chr1:87865072-87865916
Gm38365 chr1:87897539-87900532
Usp40 chr1:87945120-88008551
Gm25198 chr1:88015923-88016033
Ugt1a10 chr1:88055410-88219004
Ugt1a9 chr1:88070799-88218997
Ugt1a8 chr1:88087812-88219004
Ugt1a7c chr1:88095063-88220002
Ugt1a6b chr1:88103251-88219003
Ugt1a6a chr1:88134808-88218997
Ugt1a5 chr1:88166011-88218997
Ugt1a2 chr1:88200600-88218997
Dnajb3 chr1:88204731-88205782
Ugt1a1 chr1:88211958-88218997
Gm20528 chr1:88211968-88218554
Mroh2a chr1:88227019-88262289
Hjurp chr1:88262470-88277633
Trpm8 chr1:88303282-88389293
4930453O03Rik chr1:88347488-88352930
Spp2 chr1:88406960-88426438
Gm29538 chr1:88443968-88462608
Gm28888 chr1:88459682-88465558
Glrp1 chr1:88499870-88510066
Gm19589 chr1:88551516-88562167
Gm38130 chr1:88653084-88654845
Gm29336 chr1:88656307-88658100
Arl4c chr1:88673126-88702221
Platr5 chr1:88754889-88755736
Gm29337 chr1:88868474-88875410
1700067G17Rik chr1:89016112-89022210
Sh3bp4 chr1:89070414-89155068
Gm38312 chr1:89097072-89098818
Gm28342 chr1:89302718-89358144
C030007H22Rik chr1:89360341-89406133
Agap1 chr1:89454805-89897617
Gm37297 chr1:89483437-89485821
Gm25180 chr1:89563359-89563474
Gm28499 chr1:89568764-89576602
4933400F21Rik chr1:89650528-89683908
Gm26037 chr1:89684801-89685112
Gm37521 chr1:89825480-89827525
Gbx2 chr1:89927955-89931179
D130058E05Rik chr1:89930233-89931862
Asb18 chr1:89950219-90014666
Iqca chr1:90042131-90153401
4930434B07Rik chr1:90153627-90159462
Ackr3 chr1:90203979-90216751
Gm38277 chr1:90227159-90228526
Gm28721 chr1:90255275-90260120
Gm28723 chr1:90280457-90283912
Gm27648 chr1:90327311-90327418
Gm28722 chr1:90453393-90454501
Gm35048 chr1:90520495-90523297
Cops8 chr1:90602980-90613341
Gm9991 chr1:90675160-90679793
Col6a3 chr1:90765922-90843971
Gm36970 chr1:90837274-90839133
4930474B08Rik chr1:90870582-90871419
Mlph chr1:90915084-90951142
Prlh chr1:90953107-90954027
Rab17 chr1:90958132-90969661
Gm28199 chr1:90974458-90975260
Lrrfip1 chr1:90998778-91128944
Rbm44 chr1:91145102-91170795
Ramp1 chr1:91179821-91225196
Ube2f chr1:91250310-91290337
Gm26683 chr1:91297202-91304405
Scly chr1:91298337-91321075
Gm17090 chr1:91305091-91321101
Espnl chr1:91322074-91348306
Klhl30 chr1:91351015-91362416
Fam132b chr1:91366429-91374217
Ilkap chr1:91375830-91398793
1700020N18Rik chr1:91404878-91406029
Hes6 chr1:91411482-91413222
Per2 chr1:91415981-91459324
Gm28382 chr1:91483023-91484774
Traf3ip1 chr1:91494646-91529307
Asb1 chr1:91540543-91559589
Gm28380 chr1:91611405-91624500
Gm29100 chr1:91798527-91802937
Twist2 chr1:91801460-91848028
Gm29101 chr1:91822514-91823985
Gm37600 chr1:91916259-91919551
Hdac4 chr1:91928778-92180341
Gm37048 chr1:91975986-91981564
Gm26720 chr1:91989050-91992628
Gm37036 chr1:92019591-92022097
Gm29099 chr1:92324509-92329888
Ndufa10 chr1:92439009-92473860
Mir6900 chr1:92464482-92464542
Olfr1416 chr1:92479680-92485113
Olfr1415 chr1:92490817-92496101
Olfr1414 chr1:92511047-92518515
1700054K02Rik chr1:92572373-92572749
Olfr1413 chr1:92573124-92574206
Gm28479 chr1:92585869-92588129
Olfr1412 chr1:92588206-92589297
Olfr1411 chr1:92596494-92597492
Olfr1410 chr1:92607838-92608847
Olfr12 chr1:92619880-92620936
Myeov2 chr1:92637144-92641985
Otos chr1:92644217-92648841
Gm29483 chr1:92714233-92717202
Gm29482 chr1:92759212-92760480
Gm29481 chr1:92820957-92837896
Gpc1 chr1:92831644-92860779
Gm29480 chr1:92842176-92848771
Mir149 chr1:92850377-92850443
Ankmy1 chr1:92870128-92902906
Dusp28 chr1:92906980-92908435
5033417F24Rik chr1:92908377-92910764
Rnpepl1 chr1:92910782-92920841
9430060I03Rik chr1:92933525-92950590
Capn10 chr1:92934375-92947941
Gpr35 chr1:92973121-92986391
Aqp12 chr1:93006333-93012269
Kif1a chr1:93015463-93101951
Gm28086 chr1:93122930-93124103
Agxt chr1:93135239-93145421
2310007B03Rik chr1:93151348-93160948
Crocc2 chr1:93168724-93231072
Sned1 chr1:93235840-93301065
Mir6901 chr1:93274548-93274610
Mterf4 chr1:93299210-93305915
Gm28535 chr1:93305963-93317309
Pask chr1:93308777-93342789
Ppp1r7 chr1:93342853-93373489
Mir6902 chr1:93346091-93346155
Mir6345 chr1:93352157-93352285
Gm26446 chr1:93363254-93363357
Ano7 chr1:93373929-93404303
Hdlbp chr1:93405939-93478801
2-Sep chr1:93478963-93510260
Farp2 chr1:93512078-93621976
Gm37250 chr1:93531814-93534202
Stk25 chr1:93619750-93635722
Gm28536 chr1:93635192-93636509
Bok chr1:93685659-93695764
Thap4 chr1:93701934-93754780
Gm10550 chr1:93731103-93751072
Atg4b chr1:93754904-93790610
Dtymk chr1:93792575-93801934
Ing5 chr1:93803964-93822095
Gm22089 chr1:93808569-93808671
D2hgdh chr1:93825239-93852348
Gal3st2 chr1:93861345-93876494
Gm9994 chr1:93918310-93942650
Gm6086 chr1:93990508-94017147
Neu4 chr1:94020450-94028334
Pdcd1 chr1:94038304-94052553
Gm23389 chr1:94615635-94615704
4930440C22Rik chr1:94797082-94802472
Gm23181 chr1:95039933-95040043
Fam174a chr1:95313622-95335284
BC055308 chr1:95328680-95331218
St8sia4 chr1:95587681-95667571
Gm37642 chr1:95646773-95648508
4930598F16Rik chr1:95701183-95716518
Gm37761 chr1:95738195-95740293
Gm22360 chr1:95832128-95832235
1700063A18Rik chr1:95990658-96021758
Gm24586 chr1:96266852-96266941
Gm22917 chr1:96303145-96303255
Gm37076 chr1:96313241-96315535
Gm29601 chr1:96543058-96556703
4930533P14Rik chr1:96612056-96662573
Gm26245 chr1:96617098-96617205
Gm26078 chr1:96762030-96762158
Slco4c1 chr1:96816269-96872171
Panct2 chr1:96871125-96907796
Gm28901 chr1:97024515-97025565
Slco6c1 chr1:97059037-97128301
Gm37171 chr1:97544263-97545448
D1Ertd622e chr1:97606317-97662074
Ppip5k2 chr1:97706047-97770411
Gin1 chr1:97770171-97793709
Pam chr1:97821093-98095632
Gm37140 chr1:97878381-97880065
Gm25413 chr1:97936399-97936711
B230216N24Rik chr1:98031126-98057680
Gm24465 chr1:98049821-98049928
1810006J02Rik chr1:98131455-98144655
Gm29461 chr1:98173647-98190698
Slco6d1 chr1:98421123-98509380
Gm26134 chr1:98549450-98549560
Gm7967 chr1:98589516-98607384
Gm23434 chr1:99017363-99017463
Cntnap5b chr1:99772764-100484849
Gm37877 chr1:99847983-99850692
Gm23602 chr1:100252916-100253048
Gm25537 chr1:100861792-100861901
Gm20268 chr1:101155808-101175202
Gm28187 chr1:101892957-101895091
Gm24122 chr1:102106448-102106580
Gm23036 chr1:102413922-102414021
Gm22034 chr1:102953414-102953548
Gm23965 chr1:103236625-103236767
Gm37789 chr1:103724344-103727233
Gm23537 chr1:104485956-104486286
Cdh20 chr1:104768528-104995481
Gm38031 chr1:104776113-104779128
n-R5s216 chr1:104880923-104881035
Gm36969 chr1:104906522-104909331
Gm15699 chr1:104911430-104912333
Gm29012 chr1:105116453-105127366
Rnf152 chr1:105276913-105356710
Gm17634 chr1:105356006-105361630
Gm28403 chr1:105382259-105569139
Pign chr1:105518421-105663662
Gm28404 chr1:105564125-105564578
Gm22426 chr1:105574686-105574782
2310035C23Rik chr1:105663882-105755191
Gm37566 chr1:105708572-105712927
Tnfrsf11a chr1:105780717-105847981
Gm37779 chr1:105887632-105891012
Gm26214 chr1:105945553-105945660
Gm7160 chr1:105979349-105990282
Zcchc2 chr1:105990405-106034074
Gm37372 chr1:106072583-106075894
Gm20753 chr1:106152624-106171524
Phlpp1 chr1:106171751-106394250
Gm38235 chr1:106219313-106224265
A530053M12Rik chr1:106400177-106401987
Bcl2 chr1:106538177-106714274
D630008O14Rik chr1:106541942-106575045
Mir3473f chr1:106546495-106546631
Gm37053 chr1:106604783-106606870
Kdsr chr1:106720458-106759727
Vps4b chr1:106764070-106796728
Serpinb5 chr1:106861172-106883348
Serpinb12 chr1:106934448-106957080
Serpinb13 chr1:106980983-107001195
Serpinb3a chr1:107045586-107052303
Serpinb3d chr1:107078166-107083506
Serpinb3b chr1:107153939-107278361
Serpinb3c chr1:107271200-107278371
Serpinb11 chr1:107361928-107380475
Gm15391 chr1:107385199-107387412
Serpinb7 chr1:107422688-107452689
Gm24553 chr1:107440046-107440177
Serpinb2 chr1:107511422-107525598
Serpinb10 chr1:107529002-107547222
Serpinb8 chr1:107590005-107610484
Gm15389 chr1:107687007-107693514
Gm24267 chr1:107756601-107756708
Gm22438 chr1:107892973-107893105
D830032E09Rik chr1:107917258-108028337
Gm38212 chr1:108417076-108419832
Gm22159 chr1:109623007-109623137
Gm25293 chr1:109804759-109805044
Cdh7 chr1:109982430-110140157
Cdh19 chr1:110888325-110977363
Gm38255 chr1:110957830-110960826
Gm36944 chr1:110964678-110967437
Gm29088 chr1:111385689-111446645
Gm37934 chr1:111833822-111834224
Dsel chr1:111858705-111864918
Gm22331 chr1:112467910-112468046
Gm28189 chr1:113289339-113290365
Gm24937 chr1:113717913-113718047
9330185C12Rik chr1:113891384-113964134
Cntnap5a chr1:115684755-116587323
Gm23393 chr1:116394341-116394413
Gm19965 chr1:116802982-116823410
Gm24030 chr1:117536300-117536464
Gm27785 chr1:117561229-117561339
Zfp813-ps chr1:117603877-117606484
Gm28363 chr1:117697130-117727441
B020011L13Rik chr1:117781132-117803359
Gm28360 chr1:117830080-117854496
Gm28168 chr1:117928014-117949988
Gm7145 chr1:117965938-117986884
Gm29106 chr1:118176541-118202307
Tsn chr1:118294777-118311416
Nifk chr1:118321838-118333822
Gm28867 chr1:118357311-118363449
Clasp1 chr1:118389057-118612678
Gm26080 chr1:118453354-118453485
2900060B14Rik chr1:118458651-118459267
Gm22710 chr1:118459140-118459265
Tfcp2l1 chr1:118627945-118685168
Gm22094 chr1:118638287-118638404
Gm23497 chr1:118681820-118681950
Gli2 chr1:118834131-119053619
