Myo81F 3R:567076-2532932
GstZ2 3R:9456815-9460652
CG16779 3R:9461084-9493677
CR45203 3R:9483378-9484078
phu 3R:9494801-9496723
RhoL 3R:9497101-9502581
CG8149 3R:9504656-9505865
rump 3R:9505853-9510324
Ras85D 3R:9510561-9513067
Rlb1 3R:9513327-9514827
mRpL47 3R:9514822-9515908
JHDM2 3R:9516007-9520938
CG8176 3R:9516007-9527237
mir-2283 3R:9517524-9517599
by 3R:9528238-9533011
mura 3R:9535625-9551806
CR42549 3R:9548104-9551806
RnpS1 3R:9552034-9553747
CG9386 3R:9553696-9555408
CG8199 3R:9555785-9557776
AP-1mu 3R:9557712-9559525
MBD-like 3R:9559760-9561533
CG9393 3R:9561583-9563673
Vps45 3R:9563924-9566092
CG16789 3R:9566195-9569189
CG16790 3R:9569074-9570214
CG9396 3R:9570414-9571623
CG9399 3R:9571911-9574211
Kap-alpha3 3R:9574484-9577733
CG8273 3R:9578042-9581225
CG8301 3R:9581306-9586648
CG33654 3R:9582515-9583222
P58IPK 3R:9586942-9589581
bocks 3R:9589468-9591002
CG8312 3R:9591309-9625073
CG9427 3R:9625157-9626930
CG8319 3R:9627321-9628676
Calr 3R:9628691-9630851
SpdS 3R:9631641-9633673
CR45053 3R:9632035-9633076
Scm 3R:9633359-9637611
Dh44 3R:9638182-9650706
Fst 3R:9644978-9646154
CG9492 3R:9651179-9674643
CG43441 3R:9652659-9653228
CG8358 3R:9675523-9677778
CG16817 3R:9677927-9679658
nmdyn-D7 3R:9679939-9681502
CG9444 3R:9681415-9684264
eca 3R:9684469-9685476
CG18542 3R:9685760-9687141
Unc-115b 3R:9687060-9692775
p24-2 3R:9687402-9692794
CG32939 3R:9693079-9694461
Unc-115a 3R:9694386-9705417
trbd 3R:9705996-9711037
dmt 3R:9711142-9714675
scaRNA:PsiU1-6 3R:9713607-9713765
hyd 3R:9714623-9725615
FoxP 3R:9726020-9730872
alphaTub85E 3R:9731221-9733250
CG12950 3R:9734012-9739979
Pnn 3R:9740899-9742844
CG34409 3R:9742877-9746367
CG31415 3R:9743517-9744662
CG12948 3R:9746167-9747744
PpD3 3R:9747875-9751094
CG16908 3R:9751088-9754686
Rpt3R 3R:9754735-9756510
CG8412 3R:9756491-9759313
CG8417 3R:9759622-9761208
Snap24 3R:9761305-9763150
CG8478 3R:9763650-9766135
MED6 3R:9766031-9768984
CG8481 3R:9767834-9770027
CG9471 3R:9770532-9771542
Whamy 3R:9771795-9774419
topi 3R:9775121-9777943
RpS29 3R:9778042-9779528
snoRNA:Psi18S-1275 3R:9778398-9778537
CR31514 3R:9779519-9782693
CG12947 3R:9780064-9783054
MtnA 3R:9783407-9784370
CG8500 3R:9784653-9789323
CG12945 3R:9787816-9791221
CG8507 3R:9791483-9793098
CG8516 3R:9793295-9797754
CR46144 3R:9795008-9796050
CG9467 3R:9797769-9801026
CG8526 3R:9801280-9803461
FBXO11 3R:9803486-9809368
CR44035 3R:9810020-9813929
CG8534 3R:9812747-9813939
eloF 3R:9814161-9815158
CG16904 3R:9815928-9816979
CG9459 3R:9817428-9818395
CG9458 3R:9818914-9819877
CG42857 3R:9820514-9821191
CR45790 3R:9821390-9822259
CG34302 3R:9822999-9823823
CR42858 3R:9824085-9824864
Teh1 3R:9826081-9868120
Glut4EF 3R:9874681-9995364
CR45029 3R:9876998-9878498
Art4 3R:9982816-9986060
mir-9371 3R:9989120-9989180
Gr85a 3R:9995544-9996789
Spn85F 3R:9997163-10000314
CG5359 3R:9999771-10001276
Mical 3R:10001554-10042895
CG31407 3R:10022845-10025150
CG3909 3R:10043270-10044606
CG11722 3R:10044596-10045542
mtTFB2 3R:10045574-10047260
CG12811 3R:10047252-10048797
ohgt 3R:10049199-10051527
Fancl 3R:10051508-10052869
CR44192 3R:10052846-10054298
Npc2e 3R:10053332-10054348
Npc2d 3R:10055356-10056083
Npc2c 3R:10060252-10061136
CR45205 3R:10060666-10061978
CR33629 3R:10061686-10062314
CG33630 3R:10062624-10063327
CG33631 3R:10064007-10064645
CG33783 3R:10066770-10067567
CG33784 3R:10067905-10068572
nerfin-2 3R:10071117-10073761
CG5361 3R:10073821-10075373
CR45054 3R:10083381-10090525
mir-317 3R:10091126-10091217
CR43459 3R:10093761-10101356
mir-277 3R:10100022-10100121
mir-34 3R:10100936-10101034
Fmr1 3R:10101420-10110121
CG3940 3R:10112237-10120081
gammaSnap2 3R:10120399-10121400
ATPsynepsilonL 3R:10121773-10122320
knk 3R:10122365-10125664
CR46038 3R:10122422-10124412
tws 3R:10126129-10139772
TAF1B 3R:10140103-10144184
CG42759 3R:10143070-10143483
Invadolysin 3R:10144668-10159134
CG34303 3R:10151153-10151697
CG6254 3R:10159144-10161331
Best1 3R:10161464-10170487
CG12814 3R:10171156-10189603
Syn 3R:10190689-10222442
Timp 3R:10203875-10213007
CG12420 3R:10222698-10223745
CG12817 3R:10223440-10224725
CG34107 3R:10224909-10225587
CG42795 3R:10225690-10251277
CG3999 3R:10251518-10255268
Sirt6 3R:10255349-10261849
pont 3R:10262123-10263899
CG43143 3R:10264306-10308467
tRNA:Ser-GCT-2-1 3R:10278054-10278135
CG6293 3R:10307806-10311613
Bruce 3R:10312039-10331353
CG12818 3R:10331581-10332695
sle 3R:10333115-10338265
CG12592 3R:10338342-10340872
CG18545 3R:10340949-10341668
CG31406 3R:10348761-10350010
jumu 3R:10350182-10361612
Rfx 3R:10361760-10378068
CR44938 3R:10385494-10387385
cwo 3R:10388258-10400752
mthl11 3R:10401032-10402966
CG6325 3R:10402967-10407285
mir-994 3R:10408137-10408227
mir-318 3R:10408302-10408369
Irp-1B 3R:10408618-10412869
Rrp46 3R:10413301-10414242
CG6345 3R:10414218-10416046
CG46270 3R:10428137-10428424
Cyp12e1 3R:10434789-10436704
CR44939 3R:10461028-10462078
CR44955 3R:10462387-10464978
CR45576 3R:10488323-10490216
hth 3R:10507561-10639568
mir-4944 3R:10513005-10513133
CR44018 3R:10639279-10645773
CG6465 3R:10675560-10677251
CG14688 3R:10677737-10680925
CR44230 3R:10682632-10684424
Skeletor 3R:10686943-10696270
pug 3R:10696534-10703316
CG14683 3R:10696647-10698976
CG31391 3R:10703372-10705075
CG31467 3R:10705170-10706863
CG14684 3R:10706974-10707460
CG31278 3R:10707398-10708340
CG31373 3R:10708487-10709364
CG14689 3R:10709588-10711248
CG4073 3R:10714798-10715901
tomboy20 3R:10735277-10735957
TkR86C 3R:10737592-10751228
CG14691 3R:10753331-10755634
CG31272 3R:10756296-10759398
CR45015 3R:10756673-10758280
MED7 3R:10760071-10761032
CR45016 3R:10761148-10761797
Cap-H2 3R:10761310-10766756
TfIIFbeta 3R:10766622-10767804
CG45076 3R:10768001-10777374
fau 3R:10773197-10777374
CG45078 3R:10773339-10777374
Desi 3R:10779569-10780825
CG42633 3R:10780965-10782267
mRpL37 3R:10782563-10784092
Rbp1 3R:10784383-10786465
Art1 3R:10786481-10788226
Mcm5 3R:10788524-10791150
CG14687 3R:10792904-10793643
CG14692 3R:10794058-10803955
CG14693 3R:10811581-10815047
CG4089 3R:10815288-10817490
Cad86C 3R:10827079-10849030
CG42394 3R:10849825-10851788
CG4565 3R:10852724-10853644
CG6567 3R:10853374-10854451
CG4511 3R:10854501-10856412
CG4570 3R:10856807-10858066
CG14694 3R:10858202-10859813
CG6574 3R:10860531-10862988
SelR 3R:10863355-10868642
Tsp86D 3R:10868708-10870555
Fdh 3R:10870906-10872381
CG4596 3R:10873038-10875582
Sodh-2 3R:10876384-10878257
CR45195 3R:10876834-10877783
CG14695 3R:10878204-10879319
Tpc1 3R:10879572-10882188
CG14696 3R:10882433-10885001
Leash 3R:10885540-10896418
Adk3 3R:10887345-10889588
CG6621 3R:10889768-10893531
CR45577 3R:10896479-10897181
CR45578 3R:10897985-10898581
Tengl4 3R:10950284-10951797
CR45561 3R:10969667-10970278
CG34114 3R:10972381-11050175
CR46007 3R:11033380-11034203
CR44940 3R:11084528-11085488
CG43449 3R:11088420-11089356
CR45579 3R:11101180-11101684
CG6629 3R:11114671-11115706
Ugt86Dd 3R:11126597-11128328
CG4706 3R:11137177-11139742
CheA86a 3R:11144346-11145235
Ugt86Di 3R:11151026-11153849
Ugt86Dc 3R:11154626-11156513
Ugt86Da 3R:11157098-11159744
CG4757 3R:11161207-11163498
Ugt86Dg 3R:11164423-11166074
Ugt86De 3R:11166177-11167981
Ugt35b 3R:11168503-11170246
Ugt35a 3R:11170817-11172664
Ugt86Dj 3R:11173441-11175408
Ugt86Dh 3R:11175529-11177910
CG18577 3R:11196092-11197285
cu 3R:11197592-11208633
SdhC 3R:11208887-11209849
Tctp 3R:11210247-11211898
ZnT86D 3R:11212308-11214539
RpS25 3R:11215028-11216287
CG4820 3R:11216535-11217898
CG6689 3R:11217898-11220064
CG6693 3R:11220268-11221639
RpL3 3R:11221894-11225173
snoRNA:Me18S-C1096 3R:11222405-11222489
CR31144 3R:11222414-11223029
snoRNA:Me18S-A425 3R:11222841-11222924
snoRNA:Psi28S-291 3R:11223571-11223790
snoRNA:Me28S-G2017 3R:11224308-11224400
scpr-C 3R:11225520-11226681
CG17726 3R:11226762-11228227
GCC88 3R:11228158-11230600
CG17187 3R:11230617-11231879
CG14701 3R:11231912-11232539
Arfip 3R:11232429-11235013
CG17721 3R:11235140-11236077
CG31441 3R:11236286-11237624
CG31388 3R:11237815-11240114
scpr-B 3R:11240041-11240991
scpr-A 3R:11241183-11242120
CG17734 3R:11242208-11243999
CG5214 3R:11244302-11246862
CR43283 3R:11247631-11256123
CR31386 3R:11269415-11305608
lncRNA:TS25 3R:11307669-11307886
CR45055 3R:11310676-11311182
pros 3R:11328480-11407627
CR46008 3R:11335551-11336307
KP78a 3R:11346294-11353131
KP78b 3R:11346294-11353131
CR46009 3R:11354348-11355123
CR46010 3R:11356106-11356601
mRpL40 3R:11407918-11408756
mgr 3R:11408792-11409875
Irbp 3R:11410047-11412440
snoRNA:Irbp-a 3R:11410848-11410997
Ranbp9 3R:11412522-11416142
CG6723 3R:11416218-11418668
CG45676 3R:11418885-11419295
ninaG 3R:11419376-11421693
CG5270 3R:11422092-11429969
CG18643 3R:11430061-11430762
RpL24-like 3R:11430740-11431582
CG5276 3R:11431738-11433543
CG6744 3R:11433488-11435703
CG5281 3R:11435850-11437523
sals 3R:11437547-11451791
CG17230 3R:11437785-11467372
mir-4945 3R:11442192-11442306
PGRP-LB 3R:11452849-11460552
CR45581 3R:11486788-11487227
dpr5 3R:11499984-11505951
dpr4 3R:11533483-11542949
CR45056 3R:11535495-11536273
CG14708 3R:11554145-11554869
CG10898 3R:11557776-11559877
fabp 3R:11559896-11567054
sea 3R:11559896-11567054
Mrp4 3R:11569250-11575937
CG6790 3R:11575901-11578745
CG5342 3R:11578826-11581476
wkd 3R:11581576-11585305
CG6791 3R:11585354-11590146
Jupiter 3R:11590386-11619906
CG14710 3R:11620090-11621728
CG6808 3R:11621466-11625644
CG14711 3R:11623339-11624948
CG6813 3R:11625051-11626638
CG18764 3R:11626889-11628452
CG14712 3R:11628759-11633206
Csk 3R:11633278-11650706
CR44137 3R:11637177-11638553
Elp1 3R:11650971-11655691
CG42327 3R:11656149-11673974
CG14715 3R:11674221-11674923
CG18476 3R:11674920-11678116
Taf12 3R:11678386-11679690
Ho 3R:11679743-11680976
CG6830 3R:11680972-11684342
CG6834 3R:11684672-11688133
CG6908 3R:11688381-11690051
CG18765 3R:11690386-11691799
Fer3 3R:11693410-11694311
CG14717 3R:11696509-11698327
CG14718 3R:11700614-11702720
CR46011 3R:11702913-11703708
I-t 3R:11704030-11704916
CG14720 3R:11711718-11712371
CG12594 3R:11721734-11732479
CG14721 3R:11735447-11736877
Blm 3R:11736810-11741783
CG14722 3R:11741890-11744027
CG6923 3R:11744229-11750029
CG43062 3R:11750333-11750916
Lk6 3R:11750931-11764457
l(3)neo38 3R:11765038-11779128
CR45595 3R:11780641-11781108
CG17360 3R:11781131-11787014
HisCl1 3R:11787176-11789393
Sbf 3R:11789293-11796948
ClC-a 3R:11797244-11813207
glo 3R:11815206-11819339
COX5A 3R:11819359-11820299
CG6950 3R:11820381-11822493
CG6959 3R:11822702-11869460
sad 3R:11877235-11879754
CG6962 3R:11879702-11882534
CG31368 3R:11882790-11892382
mthl5 3R:11883938-11887168
CG6971 3R:11892306-11893297
Cad87A 3R:11893512-11949129
CG34307 3R:11897582-11898419
CG14731 3R:11931262-11933640
CG31211 3R:11949680-11954038
Hsp70Aa 3R:11954163-11956544
Hsp70Ab 3R:11958535-11960909
CG3281 3R:11960883-11962805
aurA 3R:11963124-11964826
CG12213 3R:11964674-11967691
GC1 3R:11967708-11971686
Tango9 3R:11971007-11974910
GC2 3R:11971694-11972896
CG10005 3R:11975156-11977197
CR44135 3R:11977640-11978178
CG18547 3R:11978574-11980390
CG12224 3R:11980704-11982622
CG3397 3R:11983098-11984541
mfas 3R:11984862-11993315
Tk 3R:11994175-12005473
Ect3 3R:11999278-12003516
KLHL18 3R:12007476-12010434
GCC185 3R:12010772-12015059
DCAF12 3R:12014943-12017031
Spt3 3R:12017156-12018550
CG31358 3R:12027736-12031757
CG42505 3R:12028070-12031757
CG42504 3R:12028070-12031757
ssp5 3R:12033142-12035525
CG14736 3R:12040528-12043453
CG14739 3R:12048253-12049213
CG14740 3R:12061070-12062944
ATP8B 3R:12068375-12090612
dpr17 3R:12094876-12111420
CG4702 3R:12121583-12128201
tRNA:Lys-TTT-2-5 3R:12131356-12131427
dpr15 3R:12138833-12158595
Cpn 3R:12162887-12166186
eIF3d2 3R:12192703-12195011
CG43450 3R:12195294-12195574
CG3809 3R:12197941-12199473
tRNA:Thr-TGT-1-1 3R:12206575-12206646
CG4830 3R:12208159-12210360
Cog1 3R:12213792-12219686
CG14742 3R:12214501-12215659
CG4860 3R:12219881-12221464
CR46012 3R:12221039-12221630
CG10014 3R:12222387-12224048
CG17404 3R:12223991-12225019
CG12256 3R:12225282-12226339
CR43477 3R:12225324-12226249
CG3916 3R:12229413-12230425
Pglym87 3R:12231645-12232729
Cyp313a5 3R:12232794-12234684
Cyp313a2 3R:12234980-12236904
Cyp313a3 3R:12237138-12239266
CR44036 3R:12239677-12240527
CR45582 3R:12244989-12245353
CG3942 3R:12254187-12256592
CR46203 3R:12256936-12257638
svp 3R:12258737-12302785
CG44037 3R:12258737-12262879
CG44038 3R:12260969-12261230
CR46013 3R:12266104-12266610
CR44039 3R:12268784-12270223
CG17738 3R:12270890-12271300
Sfp87B 3R:12273126-12273521
CR46014 3R:12276604-12276932
CG4066 3R:12311353-12313119
tRNA:Thr-TGT-2-5 3R:12322563-12322634
CG10013 3R:12323521-12325210
CR45584 3R:12327347-12328003
CR45583 3R:12329320-12330223
CR44941 3R:12335924-12339275
CG44956 3R:12341674-12342373
CG10038 3R:12348987-12350644
CG10041 3R:12350815-12352079
MBD-R2 3R:12352143-12356265
CG4115 3R:12360008-12363255
snmRNA:419 3R:12362916-12362989
Tim17a1 3R:12363667-12364680
GstD10 3R:12364776-12365735
GstD9 3R:12366163-12367564
GstD1 3R:12367817-12369268
CR46015 3R:12370507-12371099
GstD2 3R:12371971-12372704
GstD3 3R:12373068-12373813
GstD4 3R:12374100-12374824
GstD5 3R:12375733-12376572
GstD6 3R:12377128-12377907
GstD7 3R:12378500-12379255
GstD8 3R:12380008-12380815
CG10035 3R:12380869-12382691
GstD11 3R:12383336-12385624
CG34402 3R:12386249-12402902
CG33098 3R:12387188-12388794
CG10096 3R:12390166-12395980
CG10097 3R:12390166-12395980
Cyp9f3 3R:12396007-12398929
lig3 3R:12399011-12401839
Cyp9f2 3R:12403340-12406028
CG5167 3R:12406532-12408107
CG5196 3R:12408316-12411768
Dip-C 3R:12411809-12413759
snmRNA:649 3R:12413388-12413446
pps 3R:12413828-12421251
Scgbeta 3R:12421236-12422429
CG17202 3R:12422768-12423606
Pp1-87B 3R:12423621-12425917
NANS 3R:12426578-12427877
CG5641 3R:12427795-12429282
CG5245 3R:12429560-12431235
Prosalpha2 3R:12431321-12432556
Aos1 3R:12432533-12433822
CG5844 3R:12434098-12435643
Desat2 3R:12436248-12437857
CG17207 3R:12437817-12439139
Desat1 3R:12439600-12447616
CG5538 3R:12447653-12449046
CG18549 3R:12449296-12456355
CG5509 3R:12452464-12453196
trus 3R:12456573-12458444
CG5961 3R:12458421-12460294
CG12267 3R:12460414-12462418
CG5608 3R:12462562-12465298
Hsp70Ba 3R:12465453-12467776
alphagamma-element:CR3286 3R:12475336-12478267
Hsp70Bbb 3R:12502510-12504856
CR46154 3R:12504977-12505250
Hsp70Bb 3R:12505793-12508139
CR46155 3R:12508260-12508533
Hsp70Bc 3R:12509076-12511461
Octbeta3R 3R:12511570-12548229
Hug 3R:12526188-12529076
CR46016 3R:12532699-12533786
Octbeta2R 3R:12550625-12595725
mir-284 3R:12551515-12551614
CR46017 3R:12614392-12615200
CR44942 3R:12618876-12619428
Vha55 3R:12623762-12627829
Snx3 3R:12628031-12630495
Not10 3R:12630647-12633188
CG18530 3R:12633359-12634670
CR46018 3R:12634192-12634744
CG11598 3R:12634917-12636283
CG11600 3R:12636540-12637976
CG11608 3R:12638481-12640033
CG6753 3R:12640163-12642482
Dtg 3R:12648058-12652910
CG6225 3R:12654577-12660860
CR45586 3R:12661378-12662138
CG14395 3R:12662831-12673959
Gnmt 3R:12674608-12676084
CG43630 3R:12676010-12676260
mbo 3R:12676487-12679052
Cyp313a4 3R:12679279-12681375
kar 3R:12682186-12689367
Su(fu) 3R:12689873-12691468
CG31347 3R:12691733-12692597
Arp1 3R:12691743-12694232
CG14391 3R:12694229-12694842
NijC 3R:12695129-12697379
Past1 3R:12697322-12704875
CG12279 3R:12705094-12705818
mus308 3R:12705523-12712299
Men 3R:12713103-12722442
CR44231 3R:12727759-12728459
CG5724 3R:12739642-12741417
CG5999 3R:12741958-12743680
CR46238 3R:12744672-12745388
beat-Vc 3R:12746036-12783192
CR44233 3R:12767178-12767468
CR44232 3R:12767627-12768357
CG31345 3R:12811145-12817029
CR46217 3R:12833127-12833725
beat-Va 3R:12840560-12848419
CR45587 3R:12849090-12849585
CR44234 3R:12850380-12850668
CG10126 3R:12855544-12859246
CR46218 3R:12873131-12874445
CR44235 3R:12891911-12892467
d-cup 3R:12891956-12893158
CR33929 3R:12893972-12894529
CG10909 3R:12910120-12911292
beat-Vb 3R:12916056-12934813
CR44236 3R:12930734-12931327
grsm 3R:12950042-12967712
Spc25 3R:12961745-12963249
Cyp304a1 3R:12963791-12965923
CG14384 3R:12965938-12967712
CG7381 3R:12967775-12977471
CG7091 3R:12978000-12980535
Paip2 3R:12980792-12985488
CG31342 3R:12986041-12991543
CG14383 3R:12987376-12988511
yellow-f 3R:12991449-12993201
yellow-f2 3R:12993395-12995147
CG7488 3R:12995620-12996925
CG17327 3R:12996876-12997726
CG44194 3R:12996876-12997726
CG7518 3R:12998089-13008404
CG8031 3R:13008384-13011310
CG11656 3R:13009895-13011086
CtBP 3R:13011649-13026275
CG46280 3R:13026283-13030659
CG46281 3R:13028920-13030307
l(3)87Df 3R:13030913-13031598
ry 3R:13032528-13038020
CG11668 3R:13038375-13040184
snk 3R:13040165-13042770
CG11670 3R:13042050-13044086
CG45122 3R:13044157-13044529
Hsc70-2 3R:13044759-13047388
CG31157 3R:13047731-13049294
CG7966 3R:13049398-13051453
pic 3R:13052245-13056725
sim 3R:13057755-13078124
CR44967 3R:13085478-13085976
CG43063 3R:13086224-13086761
timeout 3R:13088651-13163876
CG34308 3R:13089242-13090081
CR46019 3R:13105070-13105491
2mit 3R:13121951-13155687
CR45109 3R:13132429-13155687
CG8138 3R:13181304-13182154
CG8508 3R:13185526-13186496
CG14380 3R:13188519-13189568
CG8141 3R:13191599-13192509
CG8483 3R:13208754-13214465
CG8476 3R:13219644-13220578
Ace 3R:13222951-13259517
CG11686 3R:13260356-13262227
Ravus 3R:13262733-13264061
Su(var)3-7 3R:13264364-13270038
TBC1D5 3R:13269137-13272011
CG8630 3R:13279721-13284527
CG15888 3R:13284946-13286529
CG15887 3R:13287655-13288813
Osi22 3R:13290629-13291846
wntD 3R:13292052-13293198
CG8773 3R:13294748-13298288
CG8774 3R:13298768-13302334
CG32473 3R:13302648-13312785
CG43208 3R:13303426-13303856
CG44142 3R:13312855-13313188
CG45080 3R:13318991-13319270
PK2-R2 3R:13329070-13334166
PK2-R1 3R:13338330-13345106
mthl12 3R:13353673-13355413
poly 3R:13361816-13366910
Dic1 3R:13364938-13369278
CheA87a 3R:13369648-13370346
Lip3 3R:13370240-13371904
CG34309 3R:13372630-13373326
CG9813 3R:13373104-13379775
CR44138 3R:13376903-13377395
CG8870 3R:13379842-13381509
mRpS21 3R:13381276-13381809
Droj2 3R:13382106-13385283
CG9799 3R:13385648-13388709
CCHa2 3R:13389059-13395197
CG14374 3R:13396694-13397140
CG14377 3R:13397835-13398583
GILT1 3R:13398526-13401862
CG33977 3R:13402559-13403051
yellow-e3 3R:13403423-13404870
yellow-e2 3R:13405109-13406998
yellow-e 3R:13409543-13415286
Ir87a 3R:13420279-13423140
CR45591 3R:13425833-13426178
Act87E 3R:13425983-13428375
yrt 3R:13428867-13434984
CR42756 3R:13438587-13439209
CR45679 3R:13443070-13444076
CG14372 3R:13450590-13464184
CR17025 3R:13455511-13466106
mir-252 3R:13464219-13464311
CR45914 3R:13466495-13466722
CR45589 3R:13478265-13478780
CG12538 3R:13522951-13523535
CG42778 3R:13528597-13529356
lncRNA:TS26 3R:13541913-13542314
CG31337 3R:13543966-13545400
CR43848 3R:13574825-13575479
CG14370 3R:13587997-13588725
CG14369 3R:13591632-13592657
CG9759 3R:13607078-13609246
CG9757 3R:13611583-13612433
CG9269 3R:13615917-13616492
CR45680 3R:13617750-13618559
CR45594 3R:13630873-13631379
CG10841 3R:13631942-13634861
sqd 3R:13634862-13646304
rin 3R:13647004-13654527
Rbp4 3R:13654556-13656394
Hrb87F 3R:13656846-13660531
B52 3R:13661311-13666891
Task6 3R:13667046-13674542
CG9588 3R:13675092-13676681
Lkb1 3R:13676549-13679430
omd 3R:13679440-13687210
flfl 3R:13683921-13693905
CG14367 3R:13694053-13695513
f-cup 3R:13695263-13700838
ninaB 3R:13700565-13703164
Adgf-D 3R:13703084-13705402
Adgf-C 3R:13706757-13709129
CG31469 3R:13709159-13709939
primo-1 3R:13710017-13711835
primo-2 3R:13710017-13711835
CR34044 3R:13712469-13714204
CG34383 3R:13715207-13764667
Ubc87F 3R:13717454-13718176
CG9312 3R:13765756-13767103
Cht5 3R:13767549-13770732
CG9297 3R:13771495-13779317
CG9288 3R:13779624-13780795
CG42375 3R:13779624-13780795
CG9286 3R:13780964-13782082
Dip-B 3R:13782288-13785676
CR45590 3R:13785806-13786583
tRNA:Phe-GAA-1-6 3R:13797953-13798025
tRNA:Phe-GAA-1-7 3R:13798198-13798270
tal-1A 3R:13813109-13814648
tal-3A 3R:13813109-13814648
tal-AA 3R:13813109-13814648
tal-2A 3R:13813109-13814648
CR43641 3R:13815279-13815778
CR43642 3R:13816231-13817127
Mst87F 3R:13827151-13828008
CR43300 3R:13827968-13828427
Nsf2 3R:13833497-13837991
CG31495 3R:13838240-13839934
CG14362 3R:13854599-13855454
CR46239 3R:13864597-13865095
E5 3R:13867345-13874916
ems 3R:13901853-13904620
Art9 3R:13942238-13943460
Art6 3R:13944654-13945812
CG31517 3R:13948420-13949742
CG9926 3R:13949454-13951138
Ipp 3R:13958789-13960474
CG9925 3R:13960712-13964174
Orc2 3R:13964885-13967075
rdx 3R:13967061-14032057
CR43460 3R:13971733-13974675
Cyp6d5 3R:14029228-14031483
CG3061 3R:14032371-14035041
CG9922 3R:14035018-14036398
tRNA:Ser-GCT-2-2 3R:14044525-14044606
foxo 3R:14056945-14087978
Npc2b 3R:14089517-14092425
CCHa1 3R:14092504-14096835
CG9920 3R:14097293-14098080
PK1-R 3R:14099832-14103122
CG12402 3R:14104488-14108321
CR44237 3R:14109286-14110726
Or88a 3R:14109445-14110823
CG14357 3R:14111151-14112166
Kif19A 3R:14112451-14118450
Abi 3R:14119262-14122420
twf 3R:14122654-14124474
140up 3R:14124163-14125548
RpII140 3R:14125791-14130111
CG14356 3R:14130680-14132072
CG14355 3R:14148508-14151940
CG42500 3R:14152211-14152650
CG9722 3R:14152885-14153829
CG44215 3R:14153990-14154441
CG31533 3R:14154728-14157431
CG31327 3R:14157560-14160278
CG3199 3R:14162709-14163625
Dop1R1 3R:14165379-14214810
CG9649 3R:14215459-14217882
CG31326 3R:14218136-14220205
CG33109 3R:14220560-14221584
Sp212 3R:14222074-14224155
CG9631 3R:14225098-14226762
CG9624 3R:14228018-14229145
CG43291 3R:14234984-14244677
CG9616 3R:14244804-14245471
MetRS-m 3R:14249043-14259991
